ticker,date,time,price,volume
ORANGEPL,191024,160321,5.945,139
ORANGEPL,191024,160356,5.94,280
ORANGEPL,191024,160356,5.935,389
ORANGEPL,191024,160356,5.935,125
ORANGEPL,191024,160356,5.935,1039
ORANGEPL,191024,160501,5.935,234
ORANGEPL,191024,160501,5.935,155
ORANGEPL,191024,160501,5.935,642
ORANGEPL,191024,160501,5.935,1860
ORANGEPL,191024,160501,5.935,1225
ORANGEPL,191024,160532,5.935,200
ORANGEPL,191024,160605,5.93,280
ORANGEPL,191024,160616,5.93,140
ORANGEPL,191024,160618,5.93,139
ORANGEPL,191024,160620,5.93,140
ORANGEPL,191024,160622,5.93,140
ORANGEPL,191024,160624,5.93,140
ORANGEPL,191024,160625,5.93,140
ORANGEPL,191024,160627,5.93,139
ORANGEPL,191024,160631,5.93,140
ORANGEPL,191024,160633,5.93,140
ORANGEPL,191024,160634,5.93,140
ORANGEPL,191024,160636,5.93,140
ORANGEPL,191024,160638,5.93,140
ORANGEPL,191024,160640,5.93,139
ORANGEPL,191024,160641,5.935,591
ORANGEPL,191024,160641,5.935,173
ORANGEPL,191024,160641,5.935,271
ORANGEPL,191024,160642,5.93,140
ORANGEPL,191024,160644,5.93,140
ORANGEPL,191024,160653,5.93,140
ORANGEPL,191024,160655,5.93,140
ORANGEPL,191024,160656,5.93,139
ORANGEPL,191024,160658,5.93,140
ORANGEPL,191024,160701,5.93,140
ORANGEPL,191024,160703,5.93,140
ORANGEPL,191024,160945,5.93,1398
ORANGEPL,191024,160957,5.93,280
ORANGEPL,191024,161001,5.935,1031
ORANGEPL,191024,161016,5.93,1118
ORANGEPL,191024,161031,5.93,279
ORANGEPL,191024,161103,5.93,140
ORANGEPL,191024,161111,5.93,694
ORANGEPL,191024,161113,5.93,32
ORANGEPL,191024,161113,5.93,800
ORANGEPL,191024,161113,5.93,17
ORANGEPL,191024,161113,5.93,151
ORANGEPL,191024,161127,5.93,140
ORANGEPL,191024,161143,5.93,140
ORANGEPL,191024,161145,5.93,139
ORANGEPL,191024,161146,5.93,140
ORANGEPL,191024,161147,5.93,140
ORANGEPL,191024,161149,5.93,140
ORANGEPL,191024,161150,5.93,140
ORANGEPL,191024,161153,5.93,140
ORANGEPL,191024,161155,5.93,139
ORANGEPL,191024,161156,5.93,140
ORANGEPL,191024,161159,5.93,140
ORANGEPL,191024,161210,5.93,140
ORANGEPL,191024,161213,5.93,140
ORANGEPL,191024,161215,5.93,139
ORANGEPL,191024,161218,5.93,140
ORANGEPL,191024,161222,5.93,140
ORANGEPL,191024,161223,5.93,22
ORANGEPL,191024,161223,5.93,118
ORANGEPL,191024,161225,5.93,140
ORANGEPL,191024,161308,5.93,732
ORANGEPL,191024,161321,5.935,155
ORANGEPL,191024,161321,5.935,894
ORANGEPL,191024,161328,5.935,151
ORANGEPL,191024,161328,5.935,839
ORANGEPL,191024,161328,5.935,853
ORANGEPL,191024,161328,5.935,555
ORANGEPL,191024,161328,5.935,602
ORANGEPL,191024,161328,5.935,200
ORANGEPL,191024,161328,5.935,796
ORANGEPL,191024,161328,5.935,815
ORANGEPL,191024,161328,5.935,737
ORANGEPL,191024,161328,5.935,49
